test_name	included_in_unit_basic	category	rule_kind	rule_pattern	rationale
app::tests::parse_model_pattern_parses_thinking_suffix	yes	unit_basic_fast_deterministic	prefix	app::tests	CLI/app model-selection and normalization behavior without external systems.
app::tests::parse_model_pattern_picks_latest_dated_when_no_alias_exists	yes	unit_basic_fast_deterministic	prefix	app::tests	CLI/app model-selection and normalization behavior without external systems.
app::tests::parse_model_pattern_prefers_alias_when_alias_and_dated_match	yes	unit_basic_fast_deterministic	prefix	app::tests	CLI/app model-selection and normalization behavior without external systems.
app::tests::parse_model_pattern_warns_for_invalid_thinking_suffix	yes	unit_basic_fast_deterministic	prefix	app::tests	CLI/app model-selection and normalization behavior without external systems.
app::tests::parse_models_arg_splits_and_trims	yes	unit_basic_fast_deterministic	prefix	app::tests	CLI/app model-selection and normalization behavior without external systems.
app::tests::proptests::apply_piped_stdin_none_or_whitespace_is_noop	yes	unit_basic_fast_deterministic	prefix	app::tests	CLI/app model-selection and normalization behavior without external systems.
app::tests::proptests::apply_piped_stdin_trims_sets_print_and_prepends	yes	unit_basic_fast_deterministic	prefix	app::tests	CLI/app model-selection and normalization behavior without external systems.
app::tests::proptests::is_alias_eight_digits_not_alias	yes	unit_basic_fast_deterministic	prefix	app::tests	CLI/app model-selection and normalization behavior without external systems.
app::tests::proptests::is_alias_latest_suffix	yes	unit_basic_fast_deterministic	prefix	app::tests	CLI/app model-selection and normalization behavior without external systems.
app::tests::proptests::is_alias_no_hyphen	yes	unit_basic_fast_deterministic	prefix	app::tests	CLI/app model-selection and normalization behavior without external systems.
app::tests::proptests::is_alias_non_ascii_no_panic	yes	unit_basic_fast_deterministic	prefix	app::tests	CLI/app model-selection and normalization behavior without external systems.
app::tests::proptests::is_alias_non_eight_digit_suffix	yes	unit_basic_fast_deterministic	prefix	app::tests	CLI/app model-selection and normalization behavior without external systems.
app::tests::proptests::models_equal_different_ids	yes	unit_basic_fast_deterministic	prefix	app::tests	CLI/app model-selection and normalization behavior without external systems.
app::tests::proptests::models_equal_different_providers	yes	unit_basic_fast_deterministic	prefix	app::tests	CLI/app model-selection and normalization behavior without external systems.
app::tests::proptests::models_equal_normalizes_provider_aliases_and_model_case	yes	unit_basic_fast_deterministic	prefix	app::tests	CLI/app model-selection and normalization behavior without external systems.
app::tests::proptests::models_equal_reflexive	yes	unit_basic_fast_deterministic	prefix	app::tests	CLI/app model-selection and normalization behavior without external systems.
app::tests::proptests::models_equal_symmetric	yes	unit_basic_fast_deterministic	prefix	app::tests	CLI/app model-selection and normalization behavior without external systems.
app::tests::proptests::normalize_cli_is_idempotent	yes	unit_basic_fast_deterministic	prefix	app::tests	CLI/app model-selection and normalization behavior without external systems.
app::tests::proptests::normalize_cli_lowercases_provider_and_applies_print_semantics	yes	unit_basic_fast_deterministic	prefix	app::tests	CLI/app model-selection and normalization behavior without external systems.
app::tests::proptests::parse_models_empty_csv	yes	unit_basic_fast_deterministic	prefix	app::tests	CLI/app model-selection and normalization behavior without external systems.
app::tests::proptests::parse_models_no_empty_strings	yes	unit_basic_fast_deterministic	prefix	app::tests	CLI/app model-selection and normalization behavior without external systems.
app::tests::proptests::parse_models_round_trip	yes	unit_basic_fast_deterministic	prefix	app::tests	CLI/app model-selection and normalization behavior without external systems.
app::tests::proptests::parse_models_whitespace_trimmed	yes	unit_basic_fast_deterministic	prefix	app::tests	CLI/app model-selection and normalization behavior without external systems.
app::tests::proptests::split_spec_first_slash	yes	unit_basic_fast_deterministic	prefix	app::tests	CLI/app model-selection and normalization behavior without external systems.
app::tests::proptests::split_spec_none_without_slash	yes	unit_basic_fast_deterministic	prefix	app::tests	CLI/app model-selection and normalization behavior without external systems.
app::tests::proptests::split_spec_rejects_empty_halves	yes	unit_basic_fast_deterministic	prefix	app::tests	CLI/app model-selection and normalization behavior without external systems.
app::tests::proptests::split_spec_trims_whitespace	yes	unit_basic_fast_deterministic	prefix	app::tests	CLI/app model-selection and normalization behavior without external systems.
app::tests::provider_default_model_id_resolves_coding_plan_and_corrected_defaults	yes	unit_basic_fast_deterministic	prefix	app::tests	CLI/app model-selection and normalization behavior without external systems.
app::tests::resolve_api_key_allows_keyless_model_when_credentials_not_required	yes	unit_basic_fast_deterministic	prefix	app::tests	CLI/app model-selection and normalization behavior without external systems.
app::tests::resolve_api_key_still_requires_credentials_for_remote_provider	yes	unit_basic_fast_deterministic	prefix	app::tests	CLI/app model-selection and normalization behavior without external systems.
app::tests::select_model_and_thinking_model_only_matches_case_insensitively	yes	unit_basic_fast_deterministic	prefix	app::tests	CLI/app model-selection and normalization behavior without external systems.
app::tests::select_model_and_thinking_model_only_prefers_default_provider_alias	yes	unit_basic_fast_deterministic	prefix	app::tests	CLI/app model-selection and normalization behavior without external systems.
app::tests::select_model_and_thinking_model_only_prefers_openai_codex_for_duplicate_latest_id	yes	unit_basic_fast_deterministic	prefix	app::tests	CLI/app model-selection and normalization behavior without external systems.
app::tests::select_model_and_thinking_model_only_prefers_ready_duplicate_exact_id_match	yes	unit_basic_fast_deterministic	prefix	app::tests	CLI/app model-selection and normalization behavior without external systems.
app::tests::select_model_and_thinking_preserves_restore_warning_when_defaulting_for_setup	yes	unit_basic_fast_deterministic	prefix	app::tests	CLI/app model-selection and normalization behavior without external systems.
app::tests::select_model_and_thinking_preserves_restore_warning_when_using_config_default	yes	unit_basic_fast_deterministic	prefix	app::tests	CLI/app model-selection and normalization behavior without external systems.
app::tests::select_model_and_thinking_provider_only_accepts_provider_alias	yes	unit_basic_fast_deterministic	prefix	app::tests	CLI/app model-selection and normalization behavior without external systems.
app::tests::select_model_and_thinking_provider_only_honors_configured_default_model	yes	unit_basic_fast_deterministic	prefix	app::tests	CLI/app model-selection and normalization behavior without external systems.
app::tests::select_model_and_thinking_provider_only_prefers_provider_default_over_registry_order	yes	unit_basic_fast_deterministic	prefix	app::tests	CLI/app model-selection and normalization behavior without external systems.
app::tests::select_model_and_thinking_provider_only_prefers_ready_model	yes	unit_basic_fast_deterministic	prefix	app::tests	CLI/app model-selection and normalization behavior without external systems.
app::tests::select_model_and_thinking_provider_only_skips_unready_configured_default_model	yes	unit_basic_fast_deterministic	prefix	app::tests	CLI/app model-selection and normalization behavior without external systems.
app::tests::select_model_and_thinking_provider_only_synthesizes_ad_hoc_for_coding_plan_provider	yes	unit_basic_fast_deterministic	prefix	app::tests	CLI/app model-selection and normalization behavior without external systems.
app::tests::select_model_and_thinking_restores_model_from_active_branch_only	yes	unit_basic_fast_deterministic	prefix	app::tests	CLI/app model-selection and normalization behavior without external systems.
app::tests::select_model_and_thinking_restores_model_from_header_when_history_missing	yes	unit_basic_fast_deterministic	prefix	app::tests	CLI/app model-selection and normalization behavior without external systems.
app::tests::select_model_and_thinking_restores_thinking_from_active_branch_only	yes	unit_basic_fast_deterministic	prefix	app::tests	CLI/app model-selection and normalization behavior without external systems.
app::tests::select_model_and_thinking_restores_thinking_from_header_when_history_missing	yes	unit_basic_fast_deterministic	prefix	app::tests	CLI/app model-selection and normalization behavior without external systems.
app::tests::select_model_and_thinking_scoped_models_matches_default_model_case_insensitively	yes	unit_basic_fast_deterministic	prefix	app::tests	CLI/app model-selection and normalization behavior without external systems.
app::tests::select_model_and_thinking_scoped_models_prefers_default_provider_alias	yes	unit_basic_fast_deterministic	prefix	app::tests	CLI/app model-selection and normalization behavior without external systems.
app::tests::split_provider_model_spec_preserves_nested_model_paths	yes	unit_basic_fast_deterministic	prefix	app::tests	CLI/app model-selection and normalization behavior without external systems.
app::tests::try_match_model_prefers_existing_entry_for_provider_alias	yes	unit_basic_fast_deterministic	prefix	app::tests	CLI/app model-selection and normalization behavior without external systems.
app::tests::try_match_model_prefers_openai_codex_for_duplicate_exact_id_matches	yes	unit_basic_fast_deterministic	prefix	app::tests	CLI/app model-selection and normalization behavior without external systems.
app::tests::try_match_model_supports_openrouter_dynamic_provider_model_ids	yes	unit_basic_fast_deterministic	prefix	app::tests	CLI/app model-selection and normalization behavior without external systems.
app::tests::update_session_for_selection_preserves_alias_equivalent_model_state	yes	unit_basic_fast_deterministic	prefix	app::tests	CLI/app model-selection and normalization behavior without external systems.
